id,title,question,type,select_index,select
9,少子化対策で最優先すべきこと,少子化対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,1,4,教育の実質無償化
9,少子化対策で最優先すべきこと,少子化対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,1,5,回答しない
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,1,0,全世代の国民や企業が幅広く負担すべき
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,1,1,所得が多い人や大企業が負担すべき
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,1,2,現役世代が負担すべき
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,1,3,高齢者が負担すべき
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,1,4,子ども世代が将来負担すべき
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,1,5,回答しない
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,1,0,撤廃するべき
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,1,1,撤廃する必要はない
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,1,2,回答しない
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,1,0,さらに強化すべき
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,1,1,今の程度でよい
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,1,2,強化は必要だが<br class='pc-only'>費用は抑制すべき
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,1,3,強化する必要はない
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,1,4,回答しない
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,1,0,賛成
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,1,1,反対
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,1,2,回答しない
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,1,0,維持すべき
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,1,1,見直すべき
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,1,2,回答しない
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,1,0,必要がある
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,1,1,必要はない
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,1,2,回答しない
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,1,0,賛成
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,1,1,反対
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,1,2,回答しない
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,1,0,賛成
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,1,1,反対
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,1,2,回答しない
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,1,0,賛成
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,1,1,反対
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,1,2,回答しない
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,1,0,賛成
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,1,1,反対
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,1,2,回答しない
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,1,0,高めるべき
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,1,1,今の程度でよい
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,1,2,下げるべき
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,1,3,ゼロにすべき
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,1,4,回答しない
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,1,0,すべての電源を再エネでまかなうべき
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,1,1,主力電源とするべき
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,1,2,今の程度でよい
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,1,3,減らすべき
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,1,4,回答しない
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,1,0,賛成
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,1,1,反対
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,1,2,回答しない
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,1,0,賛成
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,1,1,反対
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,1,2,回答しない
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,1,0,賛成
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,1,1,反対
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,1,2,回答しない
